sklep_id;dzien_tyg;data;sprzedaz;liczba_klientow;czy_otwarty;czy_promocja;czy_swieto;czy_swieto_szkolne;sklep_typ;sklep_asort;sklep_konkurencja
77;4;2014-02-27;4922;526;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;3;2014-02-26;5151;513;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;2;2014-02-25;4643;530;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;1;2014-02-24;5403;599;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;7;2014-02-23;0;0;Nie;Nie;Nie;Nie;d;Rozszerzony;1090
77;6;2014-02-22;6401;616;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;5;2014-02-21;8247;744;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;4;2014-02-20;7486;668;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;3;2014-02-19;6527;599;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;2;2014-02-18;7486;674;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;1;2014-02-17;10248;844;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;7;2014-02-16;0;0;Nie;Nie;Nie;Nie;d;Rozszerzony;1090
77;6;2014-02-15;6635;630;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;5;2014-02-14;7105;705;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;4;2014-02-13;5825;589;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;3;2014-02-12;5169;500;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;2;2014-02-11;4869;539;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;1;2014-02-10;5709;564;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;7;2014-02-09;0;0;Nie;Nie;Nie;Nie;d;Rozszerzony;1090
77;6;2014-02-08;6888;658;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;5;2014-02-07;7763;725;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;4;2014-02-06;7916;736;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;3;2014-02-05;7447;662;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;2;2014-02-04;8238;713;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;1;2014-02-03;11297;882;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;7;2014-02-02;0;0;Nie;Nie;Nie;Nie;d;Rozszerzony;1090
77;6;2014-02-01;7565;660;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;5;2014-01-31;7774;685;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;4;2014-01-30;5406;565;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;3;2014-01-29;5468;538;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;2;2014-01-28;4808;514;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;1;2014-01-27;5195;577;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;7;2014-01-26;0;0;Nie;Nie;Nie;Nie;d;Rozszerzony;1090
77;6;2014-01-25;7323;675;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;5;2014-01-24;8520;749;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;4;2014-01-23;7252;657;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;3;2014-01-22;8045;657;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;2;2014-01-21;8612;700;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;1;2014-01-20;11545;845;Tak;Tak;Nie;Nie;d;Rozszerzony;1090
77;7;2014-01-19;0;0;Nie;Nie;Nie;Nie;d;Rozszerzony;1090
77;6;2014-01-18;7363;679;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;5;2014-01-17;6135;603;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;4;2014-01-16;5366;560;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;3;2014-01-15;5188;498;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;2;2014-01-14;4408;467;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;1;2014-01-13;5067;568;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;7;2014-01-12;0;0;Nie;Nie;Nie;Nie;d;Rozszerzony;1090
77;6;2014-01-11;6358;651;Tak;Nie;Nie;Nie;d;Rozszerzony;1090
77;5;2014-01-10;8261;737;Tak;Tak;Nie;Tak;d;Rozszerzony;1090
77;4;2014-01-09;6606;601;Tak;Tak;Nie;Tak;d;Rozszerzony;1090
77;3;2014-01-08;6676;599;Tak;Tak;Nie;Tak;d;Rozszerzony;1090
77;2;2014-01-07;7371;672;Tak;Tak;Nie;Tak;d;Rozszerzony;1090
77;1;2014-01-06;10111;797;Tak;Tak;Nie;Tak;d;Rozszerzony;1090
77;7;2014-01-05;0;0;Nie;Nie;Nie;Tak;d;Rozszerzony;1090
77;6;2014-01-04;6891;590;Tak;Nie;Nie;Tak;d;Rozszerzony;1090
77;5;2014-01-03;6003;613;Tak;Nie;Nie;Tak;d;Rozszerzony;1090
77;4;2014-01-02;6373;593;Tak;Nie;Nie;Tak;d;Rozszerzony;1090
77;3;2014-01-01;0;0;Nie;Nie;Narodowe;Tak;d;Rozszerzony;1090
